Temperature,Humidity,Rainfall,pH,N,P,K,Soil,Crop,Fertilizer
31.3,48.41,104.46,6.1,20.3,22.2,29.4,sandy,mango,Urea and DAP
22.01,90.61,110.7,5.63,19.9,127.9,200.0,laterite,apple,DAP and MOP
32.15,85.18,21.74,6.86,104.7,14.7,54.0,coastal,muskmelon,Good NPK
23.18,66.24,47.9,7.92,22.5,59.7,15.6,clay loam,lentil,DAP and MOP
22.84,90.4,105.79,5.79,16.9,68.4,35.0,alluvial,pomegranate,Urea and MOP
32.77,79.04,108.0,6.72,109.8,72.5,53.5,Clayey,banana,Good NPK
22.9,91.21,121.11,6.16,24.6,127.5,209.9,clay loam,apple,DAP and MOP
24.44,93.33,113.7,6.92,19.8,18.3,9.5,alluvial,orange,MOP
34.86,93.36,152.25,6.92,50.4,45.2,46.6,alluvial,papaya,Urea and DAP
23.52,70.99,49.0,6.55,20.9,57.8,19.3,sandy,lentil,DAP and MOP
28.5,76.69,91.24,6.22,115.9,43.9,20.8,clay loam,cotton,Urea and MOP
25.67,63.16,145.01,6.31,113.9,28.4,31.4,clay loam,coffee,Good NPK
26.48,91.72,172.33,7.75,4.6,5.7,4.7,laterite,coconut,Urea
25.37,71.27,54.6,6.94,22.5,59.2,20.4,sandy,lentil,DAP and MOP
22.82,92.42,114.17,5.66,21.6,137.0,195.6,alluvial,apple,DAP and MOP
31.51,93.37,29.42,6.07,102.0,14.1,46.0,coastal,muskmelon,Good NPK
30.83,66.84,72.27,6.63,21.1,67.6,20.3,alluvial,blackgram,Good NPK
26.74,65.47,69.45,6.57,17.6,65.4,22.2,clay loam,blackgram,Good NPK
34.54,58.22,152.51,6.17,21.9,73.2,21.4,laterite,pigeonpeas,Good NPK
24.81,18.1,72.92,7.31,38.4,60.2,76.0,sandy,chickpea,DAP and MOP
21.81,84.59,224.34,6.97,62.9,44.3,39.9,Clayey,rice,Urea and DAP
23.46,79.69,91.49,7.33,115.2,43.8,21.9,Clayey,cotton,Urea and MOP
34.03,59.0,150.11,6.6,22.1,74.3,23.3,clay loam,pigeonpeas,Good NPK
18.81,27.82,122.0,6.68,21.8,56.4,17.1,sandy,kidneybeans,DAP and MOP
23.21,61.58,94.6,6.95,89.8,45.4,48.7,alluvial,maize,Good NPK
31.55,78.43,104.72,5.91,101.3,70.8,53.4,alluvial,banana,Good NPK
26.67,85.0,191.17,6.47,70.7,46.1,42.1,alluvial,jute,Urea and DAP
28.98,94.26,112.43,7.22,15.8,24.0,15.3,clay loam,orange,Good NPK
35.79,91.25,142.04,6.21,51.3,37.0,54.3,Clayey,papaya,Urea and DAP
25.57,92.52,169.31,7.91,4.0,5.1,5.9,sandy,coconut,Urea
32.2,49.31,40.98,6.14,21.8,58.6,25.0,alluvial,mothbeans,DAP and MOP
23.89,83.23,263.22,5.57,68.7,43.0,44.8,Clayey,rice,Urea and DAP
10.43,85.11,70.12,6.16,17.9,126.3,200.0,alluvial,grapes,DAP and MOP
20.08,72.99,49.15,7.61,19.0,60.9,21.8,clay loam,lentil,DAP and MOP
33.56,93.52,153.45,6.73,54.4,53.0,48.5,sandy,papaya,Urea and DAP
19.47,23.61,101.78,7.03,41.1,61.1,71.0,clay loam,chickpea,DAP and MOP
23.23,17.36,103.94,6.76,43.7,56.9,65.4,sandy,chickpea,DAP and MOP
21.82,90.69,120.5,5.68,17.4,123.9,208.3,clay loam,apple,DAP and MOP
25.79,84.56,56.98,6.07,99.9,13.9,49.4,alluvial,watermelon,Urea and MOP
20.36,88.87,232.1,5.54,63.9,35.7,39.0,laterite,rice,Urea and DAP
34.94,92.66,143.85,6.89,49.9,35.5,52.1,alluvial,papaya,Urea and DAP
30.18,86.14,54.67,6.35,19.9,56.7,24.7,sandy,mungbean,Urea and DAP
25.48,88.23,182.11,6.35,68.1,43.3,35.8,Clayey,jute,Urea and DAP
33.14,91.32,150.17,6.71,53.5,42.5,50.7,sandy,papaya,Urea and DAP
19.28,93.02,113.01,6.26,21.9,58.4,37.7,laterite,pomegranate,Urea and MOP
22.53,92.02,113.39,6.11,20.2,142.5,205.9,laterite,apple,DAP and MOP
23.61,83.2,199.67,6.92,71.4,43.1,37.1,Clayey,jute,Urea and DAP
26.06,68.13,71.18,6.37,24.6,67.6,16.8,laterite,blackgram,Good NPK
20.86,68.0,102.57,7.49,77.0,46.6,46.0,sandy,maize,Good NPK
20.92,94.39,113.95,6.29,22.3,55.4,37.1,clay loam,pomegranate,Urea and MOP
31.91,53.95,154.64,6.0,24.2,67.3,17.5,clay loam,pigeonpeas,Good NPK
33.44,86.0,23.75,6.93,113.2,10.4,49.5,sandy,muskmelon,Good NPK
28.02,80.37,53.06,6.76,18.2,55.2,18.8,clay loam,mungbean,Urea and DAP
31.35,68.59,68.9,6.02,20.8,61.0,15.3,alluvial,blackgram,Good NPK
23.5,77.16,199.52,6.89,70.4,53.6,38.6,silty clay,jute,Urea and DAP
27.31,92.71,179.39,6.57,4.7,4.8,4.7,coastal,coconut,Urea
33.26,67.01,65.55,6.19,19.4,55.8,18.6,laterite,blackgram,Good NPK
29.36,78.86,89.78,7.85,120.0,50.7,20.8,Clayey,cotton,Urea and MOP
26.95,83.94,45.67,6.61,104.6,14.3,46.5,sandy,watermelon,Urea and MOP
31.49,59.04,152.37,5.13,22.1,63.6,19.4,laterite,pigeonpeas,Good NPK
32.61,77.25,103.8,6.36,91.2,70.5,50.7,clay loam,banana,Good NPK
23.79,94.55,123.27,6.57,19.9,128.6,201.3,clay loam,apple,DAP and MOP
22.71,93.86,113.92,6.89,18.3,136.3,199.2,laterite,apple,DAP and MOP
26.71,67.37,48.86,7.96,21.7,61.3,21.8,sandy,lentil,DAP and MOP
33.99,93.72,148.69,6.89,50.7,37.3,54.1,Clayey,papaya,Urea and DAP
27.04,84.19,45.0,6.33,24.2,61.9,15.5,clay loam,mungbean,Urea and DAP
20.28,57.94,97.85,6.51,87.3,49.1,45.5,sandy,maize,Good NPK
30.06,59.12,141.54,6.75,24.5,61.5,18.5,alluvial,pigeonpeas,Good NPK
25.2,61.25,162.45,6.25,99.3,26.2,33.8,alluvial,coffee,Good NPK
26.54,87.12,112.89,6.3,18.5,18.3,14.1,alluvial,orange,Good NPK
18.14,94.48,103.41,5.82,19.6,58.9,37.1,laterite,pomegranate,Urea and MOP
27.31,82.44,46.27,6.46,18.3,56.1,21.7,sandy,mungbean,Urea and DAP
26.79,60.46,155.33,6.33,111.3,25.3,29.5,laterite,coffee,Good NPK
25.87,82.05,243.99,6.95,74.4,40.4,39.8,Clayey,rice,Urea and DAP
24.58,67.87,47.79,7.12,24.8,71.8,15.4,sandy,lentil,DAP and MOP
25.02,91.55,167.84,6.47,4.6,4.3,5.2,sandy,coconut,DAP
25.89,55.17,154.44,6.49,107.7,33.1,33.4,clay loam,coffee,Good NPK
33.98,69.35,73.69,6.97,18.0,64.2,16.0,laterite,blackgram,Good NPK
33.98,56.18,153.44,5.15,20.7,57.8,21.9,laterite,pigeonpeas,Good NPK
8.13,82.65,70.73,6.27,15.2,126.3,202.8,laterite,grapes,DAP and MOP
27.11,81.4,48.64,6.51,101.9,12.0,49.6,clay loam,watermelon,Urea and MOP
24.51,85.8,105.61,6.6,24.4,17.2,11.7,alluvial,orange,Good NPK
21.92,85.61,267.45,6.07,73.4,41.7,40.9,laterite,rice,Urea and DAP
16.01,20.78,112.96,5.91,17.0,63.4,22.5,alluvial,kidneybeans,DAP and MOP
18.6,15.1,81.33,7.53,36.8,72.3,68.2,alluvial,chickpea,DAP and MOP
24.77,62.25,145.02,6.15,112.8,29.8,34.3,alluvial,coffee,Good NPK
27.98,84.57,103.54,5.93,110.4,71.1,49.9,Clayey,banana,Good NPK
32.96,49.75,99.0,7.09,21.8,17.5,30.9,laterite,mango,Urea and DAP
33.95,89.49,22.53,6.42,105.8,14.9,46.3,alluvial,muskmelon,Good NPK
30.85,93.16,114.17,6.93,24.6,15.4,8.6,coastal,orange,MOP
24.07,76.76,164.28,6.02,82.7,52.6,41.7,Clayey,jute,Urea and DAP
23.35,81.25,186.62,6.62,80.9,46.4,37.2,silty clay,jute,Urea and DAP
35.76,87.88,26.79,6.32,103.0,11.6,53.5,alluvial,muskmelon,Good NPK
25.22,87.74,54.35,6.2,17.8,58.7,15.4,alluvial,mungbean,Urea and DAP
29.56,84.6,89.38,7.94,131.6,53.2,22.4,alluvial,cotton,Urea and MOP
21.09,94.79,110.73,5.83,22.0,126.3,209.4,laterite,apple,DAP and MOP
25.94,58.63,162.56,6.31,96.5,30.0,29.9,clay loam,coffee,Good NPK
32.1,89.84,46.93,6.08,16.8,72.8,19.6,alluvial,mungbean,Urea and DAP
26.35,68.65,50.55,7.68,15.7,75.0,15.2,clay loam,lentil,DAP and MOP
35.99,86.37,29.65,6.35,109.5,13.5,54.7,coastal,muskmelon,Good NPK
18.28,65.97,105.72,7.32,72.6,53.7,49.6,alluvial,maize,Good NPK
20.01,72.15,48.06,6.63,23.7,71.3,17.3,alluvial,lentil,DAP and MOP
26.13,94.17,146.5,7.32,4.4,4.1,4.5,sandy,coconut,DAP
22.83,14.9,74.02,7.71,41.7,69.0,78.9,sandy,chickpea,DAP and MOP
23.63,22.01,104.57,5.94,22.1,68.3,17.1,sandy,kidneybeans,DAP and MOP
24.26,58.09,148.45,6.31,108.4,28.5,25.2,laterite,coffee,Good NPK
31.04,89.04,101.27,5.85,93.2,55.5,51.9,alluvial,banana,Good NPK
25.77,48.52,58.97,5.99,15.5,43.2,18.4,laterite,mothbeans,DAP and MOP
29.43,84.35,58.91,6.49,106.3,9.1,52.0,alluvial,watermelon,DAP
29.0,87.79,110.18,6.25,106.0,60.7,47.9,Clayey,banana,Good NPK
31.19,60.82,67.5,5.83,15.0,66.9,22.2,laterite,blackgram,Good NPK
26.04,58.82,159.1,6.49,114.6,31.5,30.2,laterite,coffee,Good NPK
28.68,51.49,143.89,5.06,16.9,56.8,22.0,laterite,pigeonpeas,Good NPK
23.7,89.81,192.82,6.36,61.3,50.9,35.2,alluvial,jute,Urea and DAP
31.3,64.17,65.94,5.72,23.9,63.2,21.0,laterite,blackgram,Good NPK
14.22,85.34,68.4,6.07,20.9,140.8,196.1,laterite,grapes,DAP and MOP
12.04,82.56,65.99,5.68,19.5,132.5,202.8,clay loam,grapes,DAP and MOP
35.7,90.99,147.53,6.43,51.8,46.3,49.4,Clayey,papaya,Urea and DAP
31.4,53.77,112.78,6.34,19.1,21.9,27.5,alluvial,mango,Urea and DAP
33.71,56.39,49.69,5.68,17.8,46.6,21.6,laterite,mothbeans,DAP and MOP
24.98,88.1,188.66,6.02,77.2,38.3,37.2,Clayey,rice,Urea and DAP
24.37,24.03,101.79,6.21,16.5,73.0,22.1,clay loam,kidneybeans,DAP and MOP
10.13,87.76,69.66,6.96,24.3,128.2,197.0,laterite,grapes,DAP and MOP
29.4,88.18,47.88,6.99,99.9,15.0,52.4,alluvial,watermelon,Urea and MOP
28.8,91.43,107.3,7.29,17.6,16.0,12.8,alluvial,orange,Good NPK
24.08,78.57,84.43,6.35,119.7,55.6,21.2,Clayey,cotton,Urea and MOP
15.0,23.11,108.29,5.57,15.5,70.0,18.2,clay loam,kidneybeans,DAP and MOP
25.43,51.7,150.94,5.14,24.9,59.6,24.4,clay loam,pigeonpeas,Good NPK
25.01,58.06,149.41,6.59,23.7,60.0,17.6,alluvial,pigeonpeas,Good NPK
20.01,20.35,90.12,7.08,41.5,66.3,70.9,alluvial,chickpea,DAP and MOP
18.24,94.02,112.82,6.05,18.3,64.5,43.8,laterite,pomegranate,Urea and MOP
13.77,87.7,73.34,5.71,15.6,127.6,208.4,clay loam,grapes,DAP and MOP
26.77,90.47,149.88,7.42,4.1,5.1,5.0,laterite,coconut,Urea
30.65,85.05,109.04,6.94,110.4,72.8,50.2,clay loam,banana,Good NPK
21.05,94.15,106.37,6.02,17.0,74.2,36.4,clay loam,pomegranate,Urea and MOP
20.87,87.31,196.31,6.91,78.6,43.3,44.7,laterite,rice,Urea and DAP
25.01,87.15,109.51,5.63,103.6,65.5,46.4,alluvial,banana,Good NPK
29.06,86.57,114.2,6.15,90.1,73.6,46.1,alluvial,banana,Good NPK
28.97,86.15,105.82,6.37,92.8,58.1,49.4,clay loam,banana,Good NPK
26.86,76.15,84.36,7.89,120.8,50.9,17.8,Clayey,cotton,Urea and MOP
28.62,88.67,59.9,6.52,114.2,9.7,48.1,sandy,watermelon,DAP
32.94,86.25,58.59,7.41,18.9,60.2,18.5,clay loam,mungbean,Urea and DAP
31.09,54.27,107.27,6.83,15.2,23.7,30.5,laterite,mango,Urea and DAP
18.28,91.78,111.34,5.82,20.6,72.9,44.7,laterite,pomegranate,Urea and MOP
36.34,88.52,26.23,6.06,113.4,13.5,52.4,alluvial,muskmelon,Good NPK
25.4,88.11,111.75,7.43,19.9,16.1,8.7,coastal,orange,MOP
19.16,59.25,92.97,5.54,77.5,45.1,48.2,alluvial,maize,Good NPK
26.17,89.79,101.95,5.96,90.3,57.6,48.1,Clayey,banana,Good NPK
25.63,83.56,199.22,7.0,71.9,54.8,42.2,silty clay,jute,Urea and DAP
24.56,57.69,152.58,6.22,111.5,27.8,29.5,laterite,coffee,Good NPK
30.84,67.97,73.05,6.01,18.6,62.2,20.3,laterite,blackgram,Good NPK
34.78,47.71,46.68,5.9,17.2,48.0,19.1,laterite,mothbeans,DAP and MOP
34.94,93.93,22.22,6.63,110.3,8.6,46.5,alluvial,muskmelon,DAP
27.44,64.5,71.6,6.89,22.1,68.1,23.7,laterite,blackgram,Good NPK
8.89,82.65,73.47,6.24,23.8,140.0,209.2,laterite,grapes,DAP and MOP
8.74,88.24,66.99,6.52,18.9,139.7,204.3,laterite,grapes,DAP and MOP
29.05,76.1,82.64,6.64,120.2,58.4,19.2,Clayey,cotton,Urea and MOP
11.53,85.78,71.86,6.27,15.6,130.3,203.7,clay loam,grapes,DAP and MOP
30.02,48.7,149.93,5.94,16.5,74.4,19.5,laterite,pigeonpeas,Good NPK
31.9,92.78,103.67,6.44,17.9,16.7,14.1,clay loam,orange,Good NPK
28.64,46.48,45.09,3.85,22.0,44.3,15.4,alluvial,mothbeans,DAP and MOP
31.17,52.61,113.29,6.46,17.3,22.3,25.3,sandy,mango,Urea and DAP
23.79,87.29,192.52,6.91,61.4,49.2,41.9,silty clay,jute,Urea and DAP
28.45,45.62,109.21,6.04,15.7,21.8,26.7,alluvial,mango,Urea and DAP
19.68,70.12,51.25,6.97,16.1,72.5,22.8,sandy,lentil,DAP and MOP
31.04,54.89,42.41,5.56,17.7,59.8,15.3,sandy,mothbeans,DAP and MOP
29.78,87.68,57.67,6.94,20.1,67.4,19.8,alluvial,mungbean,Urea and DAP
34.14,94.44,148.64,6.39,52.5,53.3,52.5,Clayey,papaya,Urea and DAP
27.87,91.13,105.14,7.23,18.1,16.6,14.6,alluvial,orange,Good NPK
28.92,85.7,109.37,6.49,94.9,67.3,45.9,clay loam,banana,Good NPK
25.68,94.89,153.57,7.66,4.0,4.1,4.2,laterite,coconut,Urea
32.09,50.86,104.43,6.21,23.5,18.5,31.5,sandy,mango,Urea and DAP
28.33,64.92,67.38,6.36,23.5,71.6,19.0,clay loam,blackgram,Good NPK
19.84,59.4,80.39,7.29,86.6,49.0,46.7,clay loam,maize,Good NPK
32.03,88.43,27.61,6.4,106.2,12.6,46.7,sandy,muskmelon,Good NPK
30.8,61.67,66.76,6.57,18.1,74.2,15.3,laterite,blackgram,Good NPK
23.02,81.02,184.98,6.19,60.3,52.9,39.5,Clayey,jute,Urea and DAP
25.75,82.66,110.4,6.95,111.2,63.8,45.2,alluvial,banana,Good NPK
22.25,90.7,112.6,6.76,18.8,15.2,11.7,alluvial,orange,Good NPK
24.32,70.04,54.16,6.12,21.3,60.1,23.0,alluvial,lentil,DAP and MOP
26.77,66.7,96.97,5.73,77.3,53.6,42.2,clay loam,maize,Good NPK
26.21,83.03,56.29,6.8,17.6,56.1,22.3,clay loam,mungbean,Urea and DAP
25.84,81.77,90.24,7.46,127.9,44.6,24.2,alluvial,cotton,Urea and MOP
25.05,79.24,82.72,7.02,121.0,57.2,15.2,Clayey,cotton,Urea and MOP
23.31,64.06,163.49,6.27,104.4,33.0,29.6,laterite,coffee,Good NPK
33.25,86.89,49.84,6.83,21.7,73.5,21.2,alluvial,mungbean,Urea and DAP
15.95,22.29,114.43,5.54,18.2,72.0,22.3,alluvial,kidneybeans,DAP and MOP
21.51,22.73,85.5,6.12,43.4,64.2,71.2,clay loam,chickpea,DAP and MOP
29.35,89.53,63.6,7.08,20.6,72.2,21.7,sandy,mungbean,Urea and DAP
20.14,90.5,109.79,6.94,23.2,61.9,43.1,alluvial,pomegranate,Urea and MOP
22.43,68.76,50.26,6.73,19.9,70.6,18.8,sandy,lentil,DAP and MOP
26.95,67.68,53.99,6.82,22.6,70.9,19.9,clay loam,lentil,DAP and MOP
25.61,86.77,191.57,6.36,78.9,43.7,41.4,Clayey,rice,Urea and DAP
26.01,80.03,53.88,6.96,103.0,10.4,53.0,alluvial,watermelon,Urea and MOP
24.07,89.77,197.21,6.85,79.8,43.4,38.9,alluvial,jute,Urea and DAP
19.92,93.35,109.37,5.78,16.8,66.6,44.0,alluvial,pomegranate,Urea and MOP
22.69,70.91,53.89,7.77,16.5,69.1,17.4,clay loam,lentil,DAP and MOP
25.79,63.31,74.88,5.87,21.7,67.3,23.9,clay loam,blackgram,Good NPK
8.7,87.88,66.63,6.75,18.5,141.9,198.0,alluvial,grapes,DAP and MOP
27.21,45.35,97.23,6.32,17.8,21.9,31.7,sandy,mango,Urea and DAP
23.94,83.85,200.78,5.52,69.0,35.1,44.4,laterite,rice,Urea and DAP
26.4,80.29,198.26,6.24,68.1,41.0,41.2,alluvial,jute,Urea and DAP
26.27,81.93,113.46,6.77,93.5,72.6,50.8,alluvial,banana,Good NPK
28.74,82.11,90.67,7.96,115.5,45.5,17.7,alluvial,cotton,Urea and MOP
26.93,78.67,172.04,6.38,78.2,43.8,39.0,silty clay,jute,Urea and DAP
20.48,16.05,80.74,7.76,31.7,59.7,76.0,alluvial,chickpea,DAP and MOP
27.56,92.58,178.44,6.6,4.4,5.0,4.9,sandy,coconut,Urea
30.28,81.72,54.25,6.25,17.2,56.1,17.6,sandy,mungbean,Urea and DAP
34.96,57.38,143.74,6.69,23.9,61.5,24.0,laterite,pigeonpeas,Good NPK
28.12,79.59,101.09,6.76,92.3,70.4,52.5,alluvial,banana,Good NPK
26.3,79.91,107.47,5.82,114.9,57.1,46.8,Clayey,banana,Good NPK
26.87,66.37,50.87,6.67,22.4,70.9,17.7,alluvial,lentil,DAP and MOP
26.18,89.54,56.54,7.3,17.9,62.4,21.6,clay loam,mungbean,Urea and DAP
33.5,91.59,145.94,6.05,50.4,46.9,50.4,sandy,papaya,Urea and DAP
21.04,24.87,111.52,5.67,15.5,60.2,15.6,sandy,kidneybeans,DAP and MOP
28.28,84.35,45.75,6.29,112.1,14.4,46.3,clay loam,watermelon,Urea and MOP
26.55,93.96,149.93,5.87,5.1,4.9,5.0,laterite,coconut,DAP
15.72,22.1,120.31,5.97,21.5,67.7,18.4,alluvial,kidneybeans,DAP and MOP
25.81,58.68,84.81,5.81,87.3,52.3,45.2,sandy,maize,Good NPK
32.64,49.93,93.67,6.18,20.0,19.8,26.6,laterite,mango,Urea and DAP
15.93,83.97,68.48,5.9,16.8,139.1,202.4,clay loam,grapes,DAP and MOP
26.23,52.78,47.16,4.24,15.8,43.4,16.3,laterite,mothbeans,DAP and MOP
33.74,94.28,142.55,6.68,54.2,47.6,53.4,alluvial,papaya,Urea and DAP
23.2,92.26,108.01,6.85,18.1,19.4,9.0,coastal,orange,MOP
23.98,85.76,191.49,6.6,79.4,40.5,39.2,Clayey,rice,Urea and DAP
25.74,92.44,173.94,6.11,5.1,5.4,5.9,coastal,coconut,Urea
32.25,68.36,74.76,6.96,24.3,55.5,22.0,clay loam,blackgram,Good NPK
22.27,71.49,51.34,7.45,24.9,60.3,23.3,alluvial,lentil,DAP and MOP
27.26,83.92,48.77,6.31,105.4,16.0,50.2,alluvial,watermelon,Urea and MOP
33.46,46.16,113.99,7.44,18.4,23.2,33.0,sandy,mango,Urea and DAP
34.64,46.15,110.25,6.13,21.9,18.7,32.6,alluvial,mango,Urea and DAP
27.79,48.28,152.39,5.37,16.4,66.4,16.9,laterite,pigeonpeas,Good NPK
18.7,92.68,104.02,6.16,20.6,60.1,41.5,clay loam,pomegranate,Urea and MOP
32.77,88.48,53.61,6.27,18.4,72.4,15.9,clay loam,mungbean,Urea and DAP
21.04,18.77,128.54,5.61,17.9,68.1,24.7,sandy,kidneybeans,DAP and MOP
31.71,57.08,48.0,6.34,19.0,54.6,18.5,laterite,mothbeans,DAP and MOP
25.61,92.75,171.55,7.55,4.9,5.1,4.2,coastal,coconut,MOP
20.8,19.39,118.79,6.17,24.7,66.2,18.5,sandy,kidneybeans,DAP and MOP
20.23,83.45,241.26,6.45,65.3,44.8,39.1,Clayey,rice,Urea and DAP
32.98,88.64,54.5,6.69,24.1,69.3,20.8,clay loam,mungbean,Urea and DAP
26.07,89.13,225.14,6.27,65.9,43.1,43.1,Clayey,rice,Urea and DAP
23.47,93.08,114.02,6.12,17.9,58.5,38.8,clay loam,pomegranate,Urea and MOP
24.35,76.68,168.41,6.28,77.6,51.1,41.9,Clayey,jute,Urea and DAP
22.18,65.73,54.8,6.55,21.5,68.0,23.2,alluvial,lentil,DAP and MOP
33.86,58.44,44.6,4.39,16.9,52.8,17.6,laterite,mothbeans,DAP and MOP
25.14,48.73,144.06,5.43,17.0,72.5,22.4,laterite,pigeonpeas,Good NPK
20.73,92.78,106.9,6.11,17.7,64.3,43.9,clay loam,pomegranate,Urea and MOP
28.41,58.76,42.87,4.72,15.7,41.8,21.0,sandy,mothbeans,DAP and MOP
32.27,67.87,68.06,5.87,15.2,57.9,21.6,alluvial,blackgram,Good NPK
34.71,94.84,146.02,6.69,52.0,39.5,45.0,Clayey,papaya,Urea and DAP
26.25,61.73,154.85,6.09,101.2,30.8,34.5,alluvial,coffee,Good NPK
31.45,80.61,100.33,6.93,97.2,57.4,52.0,Clayey,banana,Good NPK
34.6,51.79,113.64,6.64,23.4,15.9,32.4,sandy,mango,Urea and DAP
23.73,24.18,71.4,7.52,36.0,66.3,75.3,alluvial,chickpea,DAP and MOP
31.69,85.66,25.85,6.62,95.8,14.0,50.3,alluvial,muskmelon,Good NPK
33.87,48.58,100.45,6.26,20.6,24.5,30.0,alluvial,mango,Urea and DAP
27.07,67.35,70.21,6.8,16.2,67.4,24.3,laterite,blackgram,Good NPK
33.77,93.9,22.02,6.7,97.4,14.7,52.1,alluvial,muskmelon,Good NPK
29.02,58.27,153.64,6.79,17.1,68.3,19.1,clay loam,pigeonpeas,Good NPK
18.92,69.06,82.04,6.88,76.8,51.3,49.3,clay loam,maize,Good NPK
29.93,91.71,110.01,7.0,23.3,23.0,13.8,clay loam,orange,Good NPK
21.63,90.6,107.91,5.62,21.7,67.7,36.0,laterite,pomegranate,Urea and MOP
31.01,92.05,110.23,7.2,21.2,15.6,12.2,coastal,orange,Good NPK
27.67,67.69,45.86,6.99,21.1,58.8,23.0,sandy,lentil,DAP and MOP
24.23,85.83,47.22,6.23,105.5,10.5,47.6,sandy,watermelon,Urea and MOP
34.53,80.6,50.96,6.45,19.9,61.6,16.1,clay loam,mungbean,Urea and DAP
25.37,94.48,159.55,6.88,5.9,4.4,4.2,laterite,coconut,MOP
33.63,84.81,55.99,6.1,24.7,68.9,15.8,sandy,mungbean,Urea and DAP
24.51,92.98,169.79,6.38,5.9,5.7,4.0,sandy,coconut,MOP
31.04,56.46,44.54,5.07,20.7,43.7,15.6,laterite,mothbeans,DAP and MOP
26.32,51.6,47.62,5.43,15.9,56.3,17.8,alluvial,mothbeans,DAP and MOP
35.19,94.28,143.98,6.17,50.3,48.7,47.4,alluvial,papaya,Urea and DAP
26.37,92.15,147.46,7.68,4.1,4.1,5.7,coastal,coconut,Urea
22.36,89.43,226.69,5.98,68.3,37.2,36.2,Clayey,rice,Urea and DAP
22.47,63.95,103.13,6.17,75.2,51.0,40.5,sandy,maize,Good NPK
29.23,87.12,46.34,6.58,103.3,9.9,49.9,alluvial,watermelon,DAP
15.9,87.65,70.02,5.53,15.3,122.1,199.4,alluvial,grapes,DAP and MOP
27.5,58.2,149.59,6.23,105.1,28.8,32.0,laterite,coffee,Good NPK
20.45,90.96,113.62,6.28,19.2,69.4,44.2,clay loam,pomegranate,Urea and MOP
22.49,93.92,110.82,5.99,19.9,61.8,40.5,alluvial,pomegranate,Urea and MOP
15.23,19.15,70.96,7.27,39.7,67.0,74.0,sandy,chickpea,DAP and MOP
19.94,64.88,99.54,6.29,88.6,51.9,46.8,alluvial,maize,Good NPK
26.76,52.43,101.35,6.0,17.1,18.6,27.8,alluvial,mango,Urea and DAP
23.33,94.2,100.59,6.21,23.1,67.1,38.0,laterite,pomegranate,Urea and MOP
27.27,85.44,55.3,7.04,23.5,65.0,21.0,alluvial,mungbean,Urea and DAP
29.08,79.15,80.3,7.07,131.1,47.7,19.7,alluvial,cotton,Urea and MOP
32.42,86.78,62.46,6.38,23.6,57.6,22.1,clay loam,mungbean,Urea and DAP
21.52,69.54,99.7,6.02,77.2,50.9,41.6,clay loam,maize,Good NPK
23.8,23.75,120.26,5.54,17.8,71.4,20.3,clay loam,kidneybeans,DAP and MOP
27.46,51.35,140.48,6.59,22.9,70.0,20.6,laterite,pigeonpeas,Good NPK
25.75,78.24,197.4,6.71,72.1,45.3,38.2,Clayey,jute,Urea and DAP
27.42,64.11,160.47,6.48,109.6,27.4,30.9,alluvial,coffee,Good NPK
25.4,75.77,90.05,6.79,133.6,50.5,15.4,Clayey,cotton,Urea and MOP
25.05,89.01,180.01,6.04,65.1,50.3,38.5,Clayey,jute,Urea and DAP
24.06,77.9,93.85,6.47,119.3,47.8,18.2,alluvial,cotton,Urea and MOP
34.47,56.72,44.96,4.44,15.1,57.2,22.3,alluvial,mothbeans,DAP and MOP
25.71,81.95,48.63,6.01,110.2,15.8,45.4,alluvial,watermelon,Urea and MOP
31.77,79.34,100.99,6.37,95.2,62.6,48.2,clay loam,banana,Good NPK
35.0,56.54,152.41,5.8,19.9,63.6,21.0,alluvial,pigeonpeas,Good NPK
18.01,57.38,108.33,6.44,77.4,53.2,42.5,clay loam,maize,Good NPK
8.64,80.69,67.9,5.82,21.0,136.8,204.0,alluvial,grapes,DAP and MOP
26.72,47.71,96.77,6.07,24.6,23.2,33.5,alluvial,mango,Urea and DAP
22.99,88.18,180.63,6.79,66.4,36.1,37.3,laterite,rice,Urea and DAP
21.92,90.64,122.87,6.32,17.4,125.5,209.8,laterite,apple,DAP and MOP
32.33,88.07,101.46,5.79,104.1,61.3,48.0,Clayey,banana,Good NPK
23.56,62.95,161.16,6.09,99.4,30.2,33.4,clay loam,coffee,Good NPK
26.33,54.49,51.57,3.88,21.7,53.6,18.2,sandy,mothbeans,DAP and MOP
21.16,90.15,124.48,5.66,24.9,122.9,205.9,laterite,apple,DAP and MOP
25.25,82.49,50.59,6.61,16.8,61.6,19.9,alluvial,mungbean,Urea and DAP
27.89,76.53,88.02,6.22,122.4,52.2,17.7,Clayey,cotton,Urea and MOP
25.03,91.6,169.56,6.21,6.0,4.5,4.7,coastal,coconut,DAP
27.53,89.11,108.5,6.86,100.8,59.6,50.2,clay loam,banana,Good NPK
24.48,80.55,86.71,6.25,132.3,49.5,24.3,clay loam,cotton,Urea and MOP
22.78,93.54,111.82,6.75,23.5,142.7,202.6,alluvial,apple,DAP and MOP
23.67,90.99,110.57,6.81,16.7,70.2,44.8,laterite,pomegranate,Urea and MOP
23.78,62.38,145.84,6.46,97.1,25.0,29.5,alluvial,coffee,Good NPK
